Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,Factoid1Name,Factoid1Value,Factoid2Name,Factoid2Value,Factoid3Name,Factoid3Value,Factoid4Name,Factoid4Value
Refridgerator,WHIRLPOOL,WRIB*41**,India,465,2.523072377,2.5,405,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SMART,SFR254S,China,420,1.739240741,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,SMART,SFR253,China,420,1.739240741,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,SHARP,SJ-FS676V-SL,Thailand,635,2.513049456,2.5,676,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-FS676V-BK,Thailand,635,2.513049456,2.5,676,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-30U/O,United States,433,3.344127808,3,533,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-30U/S/CH,United States,433,3.344127808,3,533,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-30U/S/PH,United States,433,3.344127808,3,533,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-30U/S/TH,United States,433,3.344127808,3,533,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-30U/S,United States,433,3.344127808,3,533,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-308V-WH,Thailand,400,2.604360855,2.5,308,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-48S/O,United States,641,3.060181947,3,893,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-48S/CH,United States,641,3.060181947,3,893,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-48S/TH,United States,641,3.060181947,3,893,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-48S/PH,United States,641,3.060181947,3,893,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,IKEA,6ISC20C6AY,Mexico,675,2.045809281,2,608,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,WHIRLPOOL,WRIBT26**,India,415,2.112242935,2,258.82,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GR-L218ASL,"""Korea, Republic of""",750,1.631756113,1.5,615,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food,Ice making",Has an icemaker,TRUE
Refridgerator,WHIRLPOOL,WRO12RD,China,260,1.528965528,1.5,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Ice making,Fresh Food",Has an icemaker,FALSE
Refridgerator,LG,GR-D730SL,"""Korea, Republic of""",815,1.705792662,1.5,730,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Ice making,Fresh Food",Has an icemaker,TRUE
Refridgerator,BMC,BFZC155,China,277,2.869589642,2.5,155,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBE5100S,Australia,532,2.505540343,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM5104S,Australia,532,2.505540343,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WBM5100W,Australia,532,2.505540343,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,KELVINATOR,KBM5100P,Australia,532,2.505540343,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,KELVINATOR,KBM5100W,Australia,532,2.505540343,2.5,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Aspira,TWLRZ-38,China,249,0.999031271,1,42,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Special",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-308V-SL,Thailand,400,2.604360855,2.5,308,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-308V-WH,Thailand,400,2.604360855,2.5,308,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,IKEA,6ISC21N4AF,Mexico,685,2.057487986,2,623,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Tuscany,TCF155,China,277,2.869589642,2.5,155,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ACQUA,GY-NE255FR,China,431,2.074208539,2,254.8,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,King Fisher,KFMD28,China,370,2.037174058,2,206,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,AWARD,UBF105S,China,256,1.536387301,1.5,105,Designation,Refrigerator,Configuration,Upright,Compartments,"Short term frozen food,Fresh Food",Has an icemaker,FALSE
Refridgerator,AWARD,UBF105W,China,256,1.536387301,1.5,105,Designation,Refrigerator,Configuration,Upright,Compartments,"Short term frozen food,Fresh Food",Has an icemaker,FALSE
Refridgerator,TRIESTE,TRD-22,China,420,1.739240741,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,BMC,BFZC200,China,318,2.789941634,2.5,200,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Aspira,TWLRZ-100,China,295,1.014252055,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Special",Has an icemaker,FALSE
Refridgerator,GRAM,KF 3366-10,Denmark,395,2.954716823,2.5,360,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Midea,HD-496FW,China,472,2.507477274,2.5,410,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Midea,HD-496FWS,China,472,2.507477274,2.5,410,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,BOSCH,KDN53VL30A,Turkey,383,3.505977034,3.5,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,BOSCH,KDN53VW30A,Turkey,383,3.505977034,3.5,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI36F/O,United States,659,2.565705713,2.5,718,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36F/S/CH,United States,659,2.565705713,2.5,718,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36F/S/TH,United States,659,2.565705713,2.5,718,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36F/S/PH,United States,659,2.565705713,2.5,718,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-42SD/S/O,United States,575,3.148746223,3,773,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI-42SD/S/CH,United States,575,3.148746223,3,773,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI-42SD/S/TH,United States,575,3.148746223,3,773,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI42SD/S/PH,United States,575,3.148746223,3,773,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,TRUE
Refridgerator,Sub-Zero,ICBBI36R****,United States,287,3.335704989,3,720,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36U/O,United States,464,3.515838858,3.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36U/S/CH,United States,464,3.515838858,3.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36U/S/TH,United States,464,3.515838858,3.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-36U/S/PH,United States,464,3.515838858,3.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-42S/0,United States,596,2.983206245,2.5,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-42S/CH,United States,596,2.983206245,2.5,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-42S/TH,United States,596,2.983206245,2.5,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Sub-Zero,ICBBI-42S/PH,United States,596,2.983206245,2.5,761,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Aspira,TWLFZ-170,China,365,2.103518737,2,183,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GRAM,FS 3105-90,Denmark,193,3.568139466,3.5,102,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GRAM,KF 3135-90,Denmark,230,2.125886185,2,133,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Short term frozen food",Has an icemaker,FALSE
Refridgerator,Aspira,TWLRZ-238,China,351,1.063637513,1,239,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,Russells,BD318,China,368,2.991778606,2.5,303.1,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GRAM,FS 3286-90 N,Denmark,403,2.544940069,2.5,285,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GRAM,KS 3406-90 F,Denmark,262,2.819509565,2.5,400,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,GRAM,KS 3286-90,Denmark,222,3.033947421,3,288,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,TRIESTE,ED-BF42L,China,249,0.999031271,1,42,Designation,Refrigerator,Configuration,Upright,Compartments,"Special,Fresh Food",Has an icemaker,FALSE
Refridgerator,Tuscany,TDL1-06,China,249,0.999031271,1,42,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Special",Has an icemaker,FALSE
Refridgerator,TRIESTE,ED-BF115L,China,295,1.014252055,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,GRAM,KF 3336-90,Denmark,369,3.02658567,3,321,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,ACQUA,GY-NE144CF/02,China,276,2.770110321,2.5,145,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,GRAM,KS 5406-90 F,Denmark,249,3.01422444,3,400,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,LG,GR-559FWDR,"""Korea, Republic of""",550,2.6219,2.5,564,Designation,Refrigerator,Configuration,Chest,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LG,GN-W422FW,Indonesia,510,2.1994,2,400,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,Midea,HD-496FWS,China,456,2.621697012,2.5,410,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Midea,HD-496FW,China,456,2.621697012,2.5,410,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LG,GC-B197CSW,China,668,2.0158,2,581,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,LG,GC-B197CST,China,668,2.0158,2,581,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,GRAM,FS120-11,Denmark,227,3.1548,3,116,Designation,Freezer,Configuration,Upright,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ELCOLD,21XLE,Denmark,273,3.6042,3.5,227,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,ARISTON,MSZ 802 DF (AUS),Italy,765,1.5153,1.5,580,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,TRUE
Refridgerator,WHIRLPOOL,6WSC21N4XB,Mexico,685,2.0575,2,623,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WSC21N4XY,Mexico,685,2.0575,2,623,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WSC21N4XD,Mexico,685,2.0575,2,623,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,6WSC21N4XW,Mexico,685,2.0575,2,623,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UN,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UC,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UX,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27US,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UG,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WHIRLPOOL,WRI27UW,India,425,2.0357,2,268,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Midea,HS-137RNS,China,256,1.5364,1.5,105,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,Midea,HS-137RN,China,256,1.5364,1.5,105,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,SHARP,SJ-PD508S-HS,Thailand,465,2.9941,2.5,508,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM4200P,Australia,456,2.6344,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTM4200W,Australia,456,2.6344,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTB2300P,Thailand,394,2.0607,2,226,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,WESTINGHOUSE,WTB2300W,Thailand,394,2.0607,2,226,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,KELVINATOR,KCM2100WC,Australia,322,2.8307,2.5,210,Designation,Freezer,Configuration,Chest,Compartments,Freezer,Has an icemaker,FALSE
Refridgerator,LG,GN-205VW,Indonesia,395,1.8928,1.5,205,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,RB90S64MKIW,New Zealand,163,3.3408,3,123,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TLT,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TRT,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TLX,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TRX,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TLE,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E411TRE,New Zealand,443,2.7085,2.5,411,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BLT,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BRT,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BLMFD,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BRMFD,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BLXFD,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BRXFD,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
Refridgerator,FISHER & PAYKEL,E402BLM,New Zealand,515,2.1646,2,403,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",Has an icemaker,FALSE
